"變異來源","F值","P值","F值","P值","F值","P值","F值","P值","F值","P值","F值","P值"
"七年級各校間",13.7841428297178,1.50869449386876e-07,10.1601924723729,7.1230507126865e-06,7.71268304470401,0.000113901690492925,13.4455677895977,2.13690720889521e-07,19.0559909933378,8.92598172247517e-10,24.1554488414728,9.89468429559474e-12
"八年級各校間",6.09099746236425,0.000624194536521358,8.62936032567891,2.63576835787459e-05,5.51421175971896,0.00129831843075192,10.3594167480021,3.24003932303277e-06,17.9195980145043,6.14627828598074e-10,16.535905232872,2.7526224372503e-09
"各校間",11.9258417091351,2.58426190704621e-07,15.6480065113629,2.43535516511909e-09,10.2688152998609,2.16478218493481e-06,20.8266365002388,4.77405052956563e-12,32.3077753153555,1.27546884176535e-17,33.3163902791116,4.38646564593679e-18
